開催＃,抽選日,＃
1636,2005-08-23,6655
1635,2005-08-22,1594
1634,2005-08-19,5160
1633,2005-08-18,393
1632,2005-08-17,8506
1631,2005-08-16,3493
1630,2005-08-15,9834
1629,2005-08-12,9565
1628,2005-08-11,1
1627,2005-08-10,1157
1626,2005-08-09,2154
1625,2005-08-08,5587
1624,2005-08-05,5638
1623,2005-08-04,8795
1622,2005-08-03,5897
1621,2005-08-02,6069
1620,2005-08-01,2422
1619,2005-07-29,2064
1618,2005-07-28,2067
1617,2005-07-27,9060
1616,2005-07-26,2398
1615,2005-07-25,5607
1614,2005-07-22,3267
1613,2005-07-21,6362
1612,2005-07-20,6743
1611,2005-07-19,2055
1610,2005-07-18,477
1609,2005-07-15,3417
1608,2005-07-14,8266
1607,2005-07-13,2574
1606,2005-07-12,7151
1605,2005-07-11,1676
1604,2005-07-08,5316
1603,2005-07-07,5081
1602,2005-07-06,9108
1601,2005-07-05,3304
1600,2005-07-04,7630
1599,2005-07-01,1564
1598,2005-06-30,2177
1597,2005-06-29,4732
1596,2005-06-28,1187
1595,2005-06-27,6261
1594,2005-06-24,4166
1593,2005-06-23,6427
1592,2005-06-22,3439
1591,2005-06-21,8382
1590,2005-06-20,8555
1589,2005-06-17,5
1588,2005-06-16,3180
1587,2005-06-15,6528
1586,2005-06-14,8714
1585,2005-06-13,3957
1584,2005-06-10,3171
1583,2005-06-09,2319
1582,2005-06-08,3775
1581,2005-06-07,6085
1580,2005-06-06,4124
1579,2005-06-03,1754
1578,2005-06-02,9932
1577,2005-06-01,4042
1576,2005-05-31,4078
1575,2005-05-30,1827
1574,2005-05-27,3876
1573,2005-05-26,3742
1572,2005-05-25,402
1571,2005-05-24,9244
1570,2005-05-23,2142
1569,2005-05-20,580
1568,2005-05-19,1357
1567,2005-05-18,5410
1566,2005-05-17,1148
1565,2005-05-16,8699
1564,2005-05-13,8372
1563,2005-05-12,6175
1562,2005-05-11,4560
1561,2005-05-10,2527
1560,2005-05-09,982
1559,2005-05-06,7664
1558,2005-05-05,858
1557,2005-05-04,7624
1556,2005-05-03,9726
1555,2005-05-02,4833
1554,2005-04-29,7238
1553,2005-04-28,2221
1552,2005-04-27,1550
1551,2005-04-26,4563
1550,2005-04-25,595
1549,2005-04-22,3091
1548,2005-04-21,8531
1547,2005-04-20,304
1546,2005-04-19,7441
1545,2005-04-18,2912
1544,2005-04-15,3845
1543,2005-04-14,3981
1542,2005-04-13,7581
1541,2005-04-12,1822
1540,2005-04-11,7390
1539,2005-04-08,2008
1538,2005-04-07,3976
1537,2005-04-06,7976
1536,2005-04-05,4789
1535,2005-04-04,7156
1534,2005-04-01,870
1533,2005-03-31,8376
1532,2005-03-30,2604
1531,2005-03-29,7836
1530,2005-03-28,2796
1529,2005-03-25,9681
1528,2005-03-24,9802
1527,2005-03-23,1159
1526,2005-03-22,3325
1525,2005-03-21,710
1524,2005-03-18,1103
1523,2005-03-17,6690
1522,2005-03-16,6788
1521,2005-03-15,5566
1520,2005-03-14,1564
1519,2005-03-11,351
1518,2005-03-10,7514
1517,2005-03-09,9419
1516,2005-03-08,1615
1515,2005-03-07,3021
1514,2005-03-04,8284
1513,2005-03-03,8015
1512,2005-03-02,695
1511,2005-03-01,4811
1510,2005-02-28,9485
1509,2005-02-25,263
1508,2005-02-24,6789
1507,2005-02-23,2109
1506,2005-02-22,4076
1505,2005-02-21,4392
1504,2005-02-18,1070
1503,2005-02-17,7948
1502,2005-02-16,2453
1501,2005-02-15,4560
1500,2005-02-14,7732
1499,2005-02-11,1565
1498,2005-02-10,8939
1497,2005-02-09,2994
1496,2005-02-08,8468
1495,2005-02-07,9887
1494,2005-02-04,3705
1493,2005-02-03,17
1492,2005-02-02,9222
1491,2005-02-01,8691
1490,2005-01-31,9439
1489,2005-01-28,3430
1488,2005-01-27,5471
1487,2005-01-26,1147
1486,2005-01-25,4563
1485,2005-01-24,6214
1484,2005-01-21,9074
1483,2005-01-20,7542
1482,2005-01-19,6157
1481,2005-01-18,8076
1480,2005-01-17,8635
1479,2005-01-14,4777
1478,2005-01-13,6604
1477,2005-01-12,8550
1476,2005-01-11,3857
1475,2005-01-10,8073
1474,2005-01-07,8285
1473,2005-01-06,351
1472,2005-01-05,6471
1471,2005-01-04,7171
1470,2004-12-30,6626
1469,2004-12-29,1343
1468,2004-12-28,6967
1467,2004-12-27,1224
1466,2004-12-24,9933
1465,2004-12-23,918
1464,2004-12-22,7967
1463,2004-12-21,6169
1462,2004-12-20,68
1461,2004-12-17,5183
1460,2004-12-16,2659
1459,2004-12-15,7800
1458,2004-12-14,7905
1457,2004-12-13,2785
1456,2004-12-10,7756
1455,2004-12-09,5651
1454,2004-12-08,5924
1453,2004-12-07,469
1452,2004-12-06,7474
1451,2004-12-03,2144
1450,2004-12-02,424
1449,2004-12-01,7192
1448,2004-11-30,2633
1447,2004-11-29,4784
1446,2004-11-26,7020
1445,2004-11-25,2778
1444,2004-11-24,3705
1443,2004-11-23,1219
1442,2004-11-22,5036
1441,2004-11-19,6992
1440,2004-11-18,6500
1439,2004-11-17,7955
1438,2004-11-16,7559
1437,2004-11-15,4387
1436,2004-11-12,8128
1435,2004-11-11,4985
1434,2004-11-10,4736
1433,2004-11-09,1394
1432,2004-11-08,287
1431,2004-11-05,1118
1430,2004-11-04,9002
1429,2004-11-03,6437
1428,2004-11-02,9519
1427,2004-11-01,7121
1426,2004-10-29,7728
1425,2004-10-28,6026
1424,2004-10-27,9570
1423,2004-10-26,598
1422,2004-10-25,7535
1421,2004-10-22,6151
1420,2004-10-21,8339
1419,2004-10-20,1510
1418,2004-10-19,5807
1417,2004-10-18,4230
1416,2004-10-15,1939
1415,2004-10-14,1418
1414,2004-10-13,1174
1413,2004-10-12,4996
1412,2004-10-11,3407
1411,2004-10-08,1149
1410,2004-10-07,6778
1409,2004-10-06,6703
1408,2004-10-05,3318
1407,2004-10-04,1478
1406,2004-10-01,4486
1405,2004-09-30,2952
1404,2004-09-29,8528
1403,2004-09-28,6261
1402,2004-09-27,7611
1401,2004-09-24,9456
1400,2004-09-23,9711
1399,2004-09-22,1672
1398,2004-09-21,5479
1397,2004-09-20,2213
1396,2004-09-17,5420
1395,2004-09-16,5397
1394,2004-09-15,5868
1393,2004-09-14,8874
1392,2004-09-13,4797
1391,2004-09-10,1908
1390,2004-09-09,9424
1389,2004-09-08,9345
1388,2004-09-07,1102
1387,2004-09-06,9502
1386,2004-09-03,4037
1385,2004-09-02,2589
1384,2004-09-01,8815
1383,2004-08-31,1729
1382,2004-08-30,4394
1381,2004-08-27,743
1380,2004-08-26,6443
1379,2004-08-25,354
1378,2004-08-24,264
1377,2004-08-23,979
1376,2004-08-20,6759
1375,2004-08-19,5830
1374,2004-08-18,7867
1373,2004-08-17,6624
1372,2004-08-16,241
1371,2004-08-13,8701
1370,2004-08-12,7018
1369,2004-08-11,8006
1368,2004-08-10,8581
1367,2004-08-09,3348
1366,2004-08-06,5580
1365,2004-08-05,1291
1364,2004-08-04,478
1363,2004-08-03,5531
1362,2004-08-02,8369
1361,2004-07-30,2705
1360,2004-07-29,308
1359,2004-07-28,4470
1358,2004-07-27,6791
1357,2004-07-26,9081
1356,2004-07-23,1764
1355,2004-07-22,4709
1354,2004-07-21,6986
1353,2004-07-20,198
1352,2004-07-19,7622
1351,2004-07-16,5866
1350,2004-07-15,1698
1349,2004-07-14,7256
1348,2004-07-13,3350
1347,2004-07-12,1176
1346,2004-07-09,4101
1345,2004-07-08,4488
1344,2004-07-07,1111
1343,2004-07-06,8592
1342,2004-07-05,3365
1341,2004-07-02,7881
1340,2004-07-01,8049
1339,2004-06-30,4974
1338,2004-06-28,8476
1337,2004-06-25,224
1336,2004-06-23,5823
1335,2004-06-21,6125
1334,2004-06-18,5909
1333,2004-06-16,1459
1332,2004-06-14,6966
1331,2004-06-11,5223
1330,2004-06-09,2059
1329,2004-06-07,1508
1328,2004-06-04,295
1327,2004-06-02,807
1326,2004-05-31,5972
1325,2004-05-28,1070
1324,2004-05-26,7807
1323,2004-05-24,4105
1322,2004-05-21,5282
1321,2004-05-19,319
1320,2004-05-17,7559
1319,2004-05-14,5525
1318,2004-05-12,865
1317,2004-05-10,4798
1316,2004-05-07,8384
1315,2004-05-05,5083
1314,2004-05-03,6771
1313,2004-04-30,1363
1312,2004-04-28,7896
1311,2004-04-26,5337
1310,2004-04-23,7481
1309,2004-04-21,8455
1308,2004-04-19,4544
1307,2004-04-16,7587
1306,2004-04-14,4380
1305,2004-04-12,2356
1304,2004-04-09,9082
1303,2004-04-07,2670
1302,2004-04-05,3979
1301,2004-04-02,7623
1300,2004-03-31,322
1299,2004-03-29,7766
1298,2004-03-26,318
1297,2004-03-24,769
1296,2004-03-22,3413
1295,2004-03-19,9396
1294,2004-03-17,2914
1293,2004-03-15,4747
1292,2004-03-12,8834
1291,2004-03-10,2608
1290,2004-03-08,4750
1289,2004-03-05,7764
1288,2004-03-03,9473
1287,2004-03-01,4516
1286,2004-02-27,9108
1285,2004-02-25,2282
1284,2004-02-23,7244
1283,2004-02-20,8813
1282,2004-02-18,2421
1281,2004-02-16,5011
1280,2004-02-13,1085
1279,2004-02-11,9807
1278,2004-02-09,5122
1277,2004-02-06,3879
1276,2004-02-04,982
1275,2004-02-02,3824
1274,2004-01-30,1915
1273,2004-01-28,1995
1272,2004-01-26,2981
1271,2004-01-23,1255
1270,2004-01-21,9483
1269,2004-01-19,7337
1268,2004-01-16,9722
1267,2004-01-14,2185
1266,2004-01-12,8351
1265,2004-01-09,83
1264,2004-01-07,2324
1263,2004-01-05,7138
1262,2003-12-29,3399
1261,2003-12-26,2389
1260,2003-12-24,6039
1259,2003-12-22,5815
1258,2003-12-19,4037
1257,2003-12-17,6815
1256,2003-12-15,8943
1255,2003-12-12,6998
1254,2003-12-10,4422
1253,2003-12-08,3251
1252,2003-12-05,3325
1251,2003-12-03,498
1250,2003-12-01,2167
1249,2003-11-28,5555
1248,2003-11-26,9810
1247,2003-11-24,5603
1246,2003-11-21,6272
1245,2003-11-19,3745
1244,2003-11-17,8984
1243,2003-11-14,8823
1242,2003-11-12,6880
1241,2003-11-10,8444
1240,2003-11-07,4057
1239,2003-11-05,8090
1238,2003-11-03,2412
1237,2003-10-31,5559
1236,2003-10-29,5559
1235,2003-10-27,3780
1234,2003-10-24,3040
1233,2003-10-22,8185
1232,2003-10-20,3940
1231,2003-10-17,6084
1230,2003-10-15,7871
1229,2003-10-13,3409
1228,2003-10-10,6685
1227,2003-10-08,4475
1226,2003-10-06,923
1225,2003-10-03,1065
1224,2003-10-01,5404
1223,2003-09-29,2308
1222,2003-09-26,1642
1221,2003-09-24,8030
1220,2003-09-22,1413
1219,2003-09-19,7744
1218,2003-09-17,7137
1217,2003-09-15,3991
1216,2003-09-12,563
1215,2003-09-10,182
1214,2003-09-08,71
1213,2003-09-05,4954
1212,2003-09-03,6047
1211,2003-09-01,5048
1210,2003-08-29,1360
1209,2003-08-27,7034
1208,2003-08-25,5740
1207,2003-08-22,984
1206,2003-08-20,1315
1205,2003-08-18,5878
1204,2003-08-15,1696
1203,2003-08-13,3238
1202,2003-08-11,3718
1201,2003-08-08,9572
1200,2003-08-06,4544
1199,2003-08-04,3177
1198,2003-08-01,9841
1197,2003-07-30,7564
1196,2003-07-28,6610
1195,2003-07-25,625
1194,2003-07-23,4712
1193,2003-07-21,6336
1192,2003-07-18,9529
1191,2003-07-16,27
1190,2003-07-14,837
1189,2003-07-11,7781
1188,2003-07-09,4960
1187,2003-07-07,2016
1186,2003-07-04,7239
1185,2003-07-02,7113
1184,2003-06-30,714
1183,2003-06-27,7605
1182,2003-06-25,5863
1181,2003-06-23,6929
1180,2003-06-20,9833
1179,2003-06-18,6048
1178,2003-06-16,8604
1177,2003-06-13,1744
1176,2003-06-11,7137
1175,2003-06-09,1228
1174,2003-06-06,2679
1173,2003-06-04,8685
1172,2003-06-02,3335
1171,2003-05-30,8666
1170,2003-05-28,1602
1169,2003-05-26,5082
1168,2003-05-23,2028
1167,2003-05-21,2522
1166,2003-05-19,4212
1165,2003-05-16,4973
1164,2003-05-14,7894
1163,2003-05-12,1775
1162,2003-05-09,5749
1161,2003-05-07,1663
1160,2003-05-05,1563
1159,2003-05-02,9123
1158,2003-04-30,2060
1157,2003-04-28,6819
1156,2003-04-25,2782
1155,2003-04-23,7908
1154,2003-04-21,9936
1153,2003-04-18,6706
1152,2003-04-16,390
1151,2003-04-14,5430
1150,2003-04-11,5394
1149,2003-04-09,8027
1148,2003-04-07,9385
1147,2003-04-04,7989
1146,2003-04-02,7301
1145,2003-03-31,84
1144,2003-03-28,2169
1143,2003-03-26,2702
1142,2003-03-24,7123
1141,2003-03-21,6073
1140,2003-03-19,8919
1139,2003-03-17,3059
1138,2003-03-14,775
1137,2003-03-12,7713
1136,2003-03-10,6788
1135,2003-03-07,3949
1134,2003-03-05,9411
1133,2003-03-03,2351
1132,2003-02-28,2868
1131,2003-02-26,7718
1130,2003-02-24,664
1129,2003-02-21,6191
1128,2003-02-19,452
1127,2003-02-17,6964
1126,2003-02-14,7804
1125,2003-02-12,3361
1124,2003-02-10,6507
1123,2003-02-07,27
1122,2003-02-05,9231
1121,2003-02-03,7680
1120,2003-01-31,2343
1119,2003-01-29,7161
1118,2003-01-27,4609
1117,2003-01-24,4802
1116,2003-01-22,6813
1115,2003-01-20,5030
1114,2003-01-17,8762
1113,2003-01-15,4147
1112,2003-01-13,933
1111,2003-01-10,570
1110,2003-01-08,4368
1109,2003-01-06,6300
1108,2002-12-30,4265
1107,2002-12-27,4938
1106,2002-12-25,4539
1105,2002-12-23,6415
1104,2002-12-20,8199
1103,2002-12-18,2008
1102,2002-12-16,4344
1101,2002-12-13,6233
1100,2002-12-11,5731
1099,2002-12-09,9507
1098,2002-12-06,9848
1097,2002-12-04,58
1096,2002-12-02,1221
1095,2002-11-29,5351
1094,2002-11-27,1440
1093,2002-11-25,2556
1092,2002-11-22,60
1091,2002-11-20,4059
1090,2002-11-18,2568
1089,2002-11-15,7368
1088,2002-11-13,9423
1087,2002-11-11,2354
1086,2002-11-08,7239
1085,2002-11-06,319
1084,2002-11-04,2125
1083,2002-11-01,2707
1082,2002-10-30,6697
1081,2002-10-28,9901
1080,2002-10-25,8336
1079,2002-10-23,4397
1078,2002-10-21,5158
1077,2002-10-18,3761
1076,2002-10-16,4968
1075,2002-10-14,8217
1074,2002-10-11,2771
1073,2002-10-09,4549
1072,2002-10-07,8112
1071,2002-10-04,7683
1070,2002-10-02,7779
1069,2002-09-30,9646
1068,2002-09-27,6280
1067,2002-09-25,7452
1066,2002-09-23,5777
1065,2002-09-20,7532
1064,2002-09-18,5453
1063,2002-09-16,6591
1062,2002-09-13,671
1061,2002-09-11,3354
1060,2002-09-09,3119
1059,2002-09-06,3267
1058,2002-09-04,4461
1057,2002-09-02,2653
1056,2002-08-30,4327
1055,2002-08-28,2400
1054,2002-08-26,7131
1053,2002-08-23,2997
1052,2002-08-21,1835
1051,2002-08-19,3269
1050,2002-08-16,7259
1049,2002-08-14,9320
1048,2002-08-12,1440
1047,2002-08-09,8130
1046,2002-08-07,4598
1045,2002-08-05,8650
1044,2002-08-02,7522
1043,2002-07-31,6271
1042,2002-07-29,6634
1041,2002-07-26,723
1040,2002-07-24,3694
1039,2002-07-22,8994
1038,2002-07-19,9787
1037,2002-07-17,7874
1036,2002-07-15,6811
1035,2002-07-12,6332
1034,2002-07-10,6694
1033,2002-07-08,3754
1032,2002-07-05,1744
1031,2002-07-03,3288
1030,2002-07-01,3002
1029,2002-06-28,1565
1028,2002-06-26,3521
1027,2002-06-24,9081
1026,2002-06-21,7174
1025,2002-06-19,1268
1024,2002-06-17,9849
1023,2002-06-14,1706
1022,2002-06-12,9255
1021,2002-06-10,6120
1020,2002-06-07,900
1019,2002-06-05,4560
1018,2002-06-03,9766
1017,2002-05-31,905
1016,2002-05-29,8459
1015,2002-05-27,7605
1014,2002-05-24,9271
1013,2002-05-22,437
1012,2002-05-20,783
1011,2002-05-17,2014
1010,2002-05-15,1061
1009,2002-05-13,9355
1008,2002-05-10,314
1007,2002-05-08,2032
1006,2002-05-06,2929
1005,2002-05-03,1818
1004,2002-05-01,6971
1003,2002-04-29,7710
1002,2002-04-26,288
1001,2002-04-24,8637
1000,2002-04-22,6576
999,2002-04-19,7461
998,2002-04-17,3242
997,2002-04-15,7488
996,2002-04-12,4515
995,2002-04-10,3013
994,2002-04-08,7428
993,2002-04-05,7026
992,2002-04-03,253
991,2002-04-01,1933
990,2002-03-29,339
989,2002-03-27,1839
988,2002-03-25,5648
987,2002-03-22,5262
986,2002-03-20,3912
985,2002-03-18,6215
984,2002-03-15,3996
983,2002-03-13,1585
982,2002-03-11,8667
981,2002-03-08,9407
980,2002-03-06,2175
979,2002-03-04,1796
978,2002-03-01,2458
977,2002-02-27,5774
976,2002-02-25,9399
975,2002-02-22,8534
974,2002-02-20,8681
973,2002-02-18,5690
972,2002-02-15,2642
971,2002-02-13,7928
970,2002-02-11,3716
969,2002-02-08,4051
968,2002-02-06,1
967,2002-02-04,5947
966,2002-02-01,1296
965,2002-01-30,3837
964,2002-01-28,1490
963,2002-01-25,3667
962,2002-01-23,1123
961,2002-01-21,9571
960,2002-01-18,9930
959,2002-01-16,898
958,2002-01-14,4399
957,2002-01-11,1725
956,2002-01-09,1172
955,2002-01-07,8233
954,2002-01-04,6923
953,2001-12-28,245
952,2001-12-26,7571
951,2001-12-24,8549
950,2001-12-21,4046
949,2001-12-19,4449
948,2001-12-17,1542
947,2001-12-14,4562
946,2001-12-12,3078
945,2001-12-10,5032
944,2001-12-07,5335
943,2001-12-05,2956
942,2001-12-03,30
941,2001-11-30,8321
940,2001-11-28,2409
939,2001-11-26,1222
938,2001-11-23,4949
937,2001-11-21,7315
936,2001-11-19,5693
935,2001-11-16,4602
934,2001-11-14,5994
933,2001-11-12,5552
932,2001-11-09,5938
931,2001-11-07,1826
930,2001-11-05,4092
929,2001-11-02,333
928,2001-10-31,441
927,2001-10-29,4639
926,2001-10-26,5958
925,2001-10-24,7137
924,2001-10-22,266
923,2001-10-19,7356
922,2001-10-17,215
921,2001-10-15,6825
920,2001-10-12,7255
919,2001-10-10,6587
918,2001-10-08,6245
917,2001-10-05,6640
916,2001-10-03,4749
915,2001-10-01,8747
914,2001-09-28,6784
913,2001-09-26,3260
912,2001-09-24,6160
911,2001-09-21,8611
910,2001-09-19,5362
909,2001-09-17,8566
908,2001-09-14,6947
907,2001-09-12,3357
906,2001-09-10,7544
905,2001-09-07,665
904,2001-09-05,890
903,2001-09-03,3418
902,2001-08-31,8287
901,2001-08-29,9506
900,2001-08-27,8207
899,2001-08-24,6606
898,2001-08-22,7050
897,2001-08-20,3918
896,2001-08-17,3130
895,2001-08-15,7329
894,2001-08-13,7915
893,2001-08-10,4495
892,2001-08-08,9527
891,2001-08-06,2502
890,2001-08-03,9406
889,2001-08-01,4720
888,2001-07-30,1188
887,2001-07-27,3607
886,2001-07-25,1141
885,2001-07-23,9413
884,2001-07-20,8390
883,2001-07-18,9569
882,2001-07-16,7020
881,2001-07-13,6463
880,2001-07-11,2530
879,2001-07-09,4433
878,2001-07-06,6447
877,2001-07-04,9407
876,2001-07-02,1667
875,2001-06-29,6685
874,2001-06-27,2341
873,2001-06-25,3425
872,2001-06-22,3422
871,2001-06-20,3181
870,2001-06-18,2436
869,2001-06-15,906
868,2001-06-13,9186
867,2001-06-11,9555
866,2001-06-08,2365
865,2001-06-06,6768
864,2001-06-04,6193
863,2001-06-01,5347
862,2001-05-30,9397
861,2001-05-28,9691
860,2001-05-25,6988
859,2001-05-23,8212
858,2001-05-21,6750
857,2001-05-18,1571
856,2001-05-16,1445
855,2001-05-14,7125
854,2001-05-11,1240
853,2001-05-09,5418
852,2001-05-07,2275
851,2001-05-04,1368
850,2001-05-02,9662
849,2001-04-30,9285
848,2001-04-27,5734
847,2001-04-25,8348
846,2001-04-23,9199
845,2001-04-20,6848
844,2001-04-18,322
843,2001-04-16,6718
842,2001-04-13,3781
841,2001-04-11,6926
840,2001-04-09,1477
839,2001-04-06,1112
838,2001-04-04,6289
837,2001-04-02,7853
836,2001-03-30,2221
835,2001-03-28,4357
834,2001-03-26,6879
833,2001-03-23,8866
832,2001-03-21,5096
831,2001-03-19,1807
830,2001-03-16,8609
829,2001-03-14,3119
828,2001-03-12,325
827,2001-03-09,9634
826,2001-03-07,301
825,2001-03-05,8238
824,2001-03-02,9941
823,2001-02-28,2422
822,2001-02-26,597
821,2001-02-23,9968
820,2001-02-21,7402
819,2001-02-19,5382
818,2001-02-16,4342
817,2001-02-14,8319
816,2001-02-12,5297
815,2001-02-09,908
814,2001-02-07,2711
813,2001-02-05,2902
812,2001-02-02,742
811,2001-01-31,385
810,2001-01-29,1623
809,2001-01-26,3878
808,2001-01-24,8058
807,2001-01-22,16
806,2001-01-19,7748
805,2001-01-17,4595
804,2001-01-15,1122
803,2001-01-12,8494
802,2001-01-10,8327
801,2001-01-08,516
800,2001-01-05,3930
799,2000-12-29,5595
798,2000-12-27,1379
797,2000-12-25,6223
796,2000-12-22,7798
795,2000-12-20,3986
794,2000-12-18,5737
793,2000-12-15,6989
792,2000-12-13,9050
791,2000-12-11,3650
790,2000-12-08,4256
789,2000-12-06,5509
788,2000-12-04,1981
787,2000-12-01,7643
786,2000-11-29,399
785,2000-11-27,9346
784,2000-11-24,6936
783,2000-11-22,3275
782,2000-11-20,9400
781,2000-11-17,7852
780,2000-11-15,570
779,2000-11-13,6921
778,2000-11-10,6305
777,2000-11-08,4810
776,2000-11-06,2954
775,2000-11-03,9578
774,2000-11-01,328
773,2000-10-30,5531
772,2000-10-27,4635
771,2000-10-25,7670
770,2000-10-23,178
769,2000-10-20,7049
768,2000-10-18,7385
767,2000-10-16,235
766,2000-10-13,1372
765,2000-10-11,779
764,2000-10-09,5489
763,2000-10-06,2758
762,2000-10-04,4108
761,2000-10-02,2809
760,2000-09-29,6504
759,2000-09-27,2894
758,2000-09-25,5151
757,2000-09-22,2794
756,2000-09-20,9894
755,2000-09-18,8675
754,2000-09-15,4544
753,2000-09-13,3686
752,2000-09-11,3191
751,2000-09-08,4700
750,2000-09-06,8678
749,2000-09-04,3198
748,2000-09-01,7290
747,2000-08-30,3173
746,2000-08-27,1591
745,2000-08-25,7670
744,2000-08-23,4635
743,2000-08-21,8283
742,2000-08-18,4558
741,2000-08-16,1327
740,2000-08-14,8900
739,2000-08-11,6024
738,2000-08-09,1727
737,2000-08-07,630
736,2000-08-04,899
735,2000-08-02,4853
734,2000-07-31,2579
733,2000-07-28,9493
732,2000-07-26,4372
731,2000-07-24,3003
730,2000-07-21,8804
729,2000-07-19,3733
728,2000-07-17,603
727,2000-07-14,8150
726,2000-07-12,9124
725,2000-07-10,3918
724,2000-07-07,5754
723,2000-07-05,9916
722,2000-07-03,3592
721,2000-06-30,6020
720,2000-06-28,2600
719,2000-06-26,586
718,2000-06-23,6711
717,2000-06-21,9787
716,2000-06-19,5533
715,2000-06-16,6216
714,2000-06-14,4434
713,2000-06-12,8501
712,2000-06-09,6612
711,2000-06-07,4820
710,2000-06-05,7389
709,2000-06-02,592
708,2000-05-31,6351
707,2000-05-29,5798
706,2000-05-26,8172
705,2000-05-24,1202
704,2000-05-22,2953
703,2000-05-19,8511
702,2000-05-17,4921
701,2000-05-15,4476
700,2000-05-12,2922
699,2000-05-10,4772
698,2000-05-08,8646
697,2000-05-05,4359
696,2000-05-03,1197
695,2000-05-01,1915
694,2000-04-28,4905
693,2000-04-26,6189
692,2000-04-24,9236
691,2000-04-21,473
690,2000-04-19,2430
689,2000-04-17,4983
688,2000-04-14,3906
687,2000-04-12,7440
686,2000-04-10,5970
685,2000-04-07,1804
684,2000-04-05,2782
683,2000-04-03,7329
682,2000-03-31,7175
681,2000-03-29,5026
680,2000-03-27,909
679,2000-03-24,9037
678,2000-03-22,644
677,2000-03-20,829
676,2000-03-17,7697
675,2000-03-15,1053
674,2000-03-13,8664
673,2000-03-10,9963
672,2000-03-08,1834
671,2000-03-06,5436
670,2000-03-03,5606
669,2000-03-01,6717
668,2000-02-28,9962
667,2000-02-25,1913
666,2000-02-23,959
665,2000-02-21,4653
664,2000-02-18,6076
663,2000-02-16,872
662,2000-02-14,4290
661,2000-02-11,394
660,2000-02-09,4073
659,2000-02-07,1131
658,2000-02-04,5605
657,2000-02-02,2800
656,2000-01-31,7999
655,2000-01-28,7657
654,2000-01-26,9818
653,2000-01-24,7402
652,2000-01-21,3209
651,2000-01-19,1743
650,2000-01-17,2678
649,2000-01-14,4069
648,2000-01-12,3793
647,2000-01-10,1148
646,2000-01-07,6597
645,2000-01-05,3967
644,1999-12-29,4221
643,1999-12-27,2701
642,1999-12-24,3523
641,1999-12-22,9712
640,1999-12-20,8932
639,1999-12-17,8230
638,1999-12-15,9379
637,1999-12-13,1805
636,1999-12-10,8966
635,1999-12-08,2609
634,1999-12-06,5065
633,1999-12-03,9432
632,1999-12-01,4196
631,1999-11-29,7920
630,1999-11-26,9805
629,1999-11-24,4367
628,1999-11-22,9825
627,1999-11-19,4845
626,1999-11-17,7414
625,1999-11-15,7057
624,1999-11-12,7786
623,1999-11-10,6024
622,1999-11-08,9321
621,1999-11-05,4693
620,1999-11-03,524
619,1999-11-01,6319
618,1999-10-29,6142
617,1999-10-27,7732
616,1999-10-25,3487
615,1999-10-22,1271
614,1999-10-20,4293
613,1999-10-18,8880
612,1999-10-15,1148
611,1999-10-13,8486
610,1999-10-11,3141
609,1999-10-08,4102
608,1999-10-06,8173
607,1999-10-04,1996
606,1999-10-01,5307
605,1999-09-29,8388
604,1999-09-27,1615
603,1999-09-24,4344
602,1999-09-22,7915
601,1999-09-20,5068
600,1999-09-17,4802
599,1999-09-15,7438
598,1999-09-13,4632
597,1999-09-10,8772
596,1999-09-08,8251
595,1999-09-06,450
594,1999-09-03,1050
593,1999-09-01,3576
592,1999-08-30,3387
591,1999-08-27,3308
590,1999-08-25,1069
589,1999-08-23,1259
588,1999-08-20,305
587,1999-08-18,8200
586,1999-08-16,7272
585,1999-08-13,7041
584,1999-08-11,3423
583,1999-08-09,9919
582,1999-08-06,7685
581,1999-08-04,9863
580,1999-08-02,6531
579,1999-07-30,3556
578,1999-07-28,9749
577,1999-07-26,9461
576,1999-07-23,2153
575,1999-07-21,8093
574,1999-07-19,5910
573,1999-07-16,745
572,1999-07-14,2183
571,1999-07-12,3237
570,1999-07-09,5700
569,1999-07-07,9009
568,1999-07-05,5519
567,1999-07-02,5236
566,1999-06-30,313
565,1999-06-28,7936
564,1999-06-25,8722
563,1999-06-23,3389
562,1999-06-21,7764
561,1999-06-18,524
560,1999-06-16,6054
559,1999-06-14,7671
558,1999-06-11,7787
557,1999-06-09,6991
556,1999-06-07,8945
555,1999-06-04,9888
554,1999-06-02,7731
553,1999-05-31,2809
552,1999-05-28,9806
551,1999-05-26,5623
550,1999-05-24,9033
549,1999-05-21,1094
548,1999-05-19,9090
547,1999-05-17,7623
546,1999-05-14,3053
545,1999-05-12,2253
544,1999-05-10,6865
543,1999-05-07,6489
542,1999-05-05,5824
541,1999-05-03,2787
540,1999-04-30,8966
539,1999-04-28,9778
538,1999-04-26,5225
537,1999-04-23,8622
536,1999-04-21,5950
535,1999-04-19,9568
534,1999-04-16,771
533,1999-04-14,9669
532,1999-04-12,9790
531,1999-04-09,4139
530,1999-04-07,2709
529,1999-04-05,2644
528,1999-04-02,6564
527,1999-03-31,8966
526,1999-03-29,7333
525,1999-03-26,3807
524,1999-03-24,4056
523,1999-03-22,4761
522,1999-03-19,9677
521,1999-03-17,8242
520,1999-03-15,8225
519,1999-03-12,8910
518,1999-03-10,2664
517,1999-03-08,7362
516,1999-03-05,3421
515,1999-03-03,871
